rating,title,text
1.0,Returned the next day,"I was very excited about the features available for the price.  Nice size screen, etc. However, the keyboard didn't work at all for entering street names, etc.  Tried to recalibrate the touchscreen but it didn't behave the way the instructions said it should.  Never popped up a recalibration screen.<br /><br />From what I read online, if you get a good one,they're great, but if you get a bad one, it's never okay.<br /><br />Took it back and ended up buying a Garmin Nuvi 255W, which I've had a week and love!"
4.0,Great picture and reception,Great picture and reception. It will show photos from a USB or SD card but it will not show video.
4.0,Targus Docking station,Item arrieved in a timely manner.  The installation CD was cracked.  Seems to work just fine.  Good choice if you have WIN7 and you PC does not have a serial port.
2.0,... on your hand and the stand is not so great but it work,i litle bit awkard when on your hand and the stand is not so great but it work ok
5.0,good vlaue,"boosting your pc's ram is easy, and improves performance, making it run faster, multitasking more efficiently. this ram is sort of the minimum I would use for this upgrade. It works just fine, and is well worth the money."
5.0,Best USB,"Yes, it's USB 2.0 but I love the convenience and size of this HP USB that I have hundreds of them in a little pouch. They work fine and have automatic plug-in installation. I have never had an issue with any of them working less than a year.<br /><br />Pros:<br />- Doesn't stick out of your devices<br />- Great price<br />- Decent space (varies between 4GB, 8GB, 16GB, and 32GB)<br />- Easy installation<br /><br />Cons:<br />- The cap and lanyard are easy to lose"
5.0,Quality product,Liked the Packing and unexpected stuff inside
3.0,just works ok,Both small and large antenna line came out right away useless<br />channel memory must set again and again because disappear
4.0,Excellent Value,"These ended up being exactly what I needed to mount my old bookshelf speakers (top of the line back in 1986) to this weird horrible monstrosity of an entertainment center box that a previous owner of my condo built INTO the living room wall.<br /><br />The speakers are heavy for their size, but you get nice big mounting screws, and the mounts themselves are very sturdy. Psyched about getting the stuff I'd stacked up to hold the speakers out of my living room."
2.0,Hard to get iPad out once in case,"Case is well made , maybe Too well made because when I tried to remove my iPad it almost would not come out . I was seriously afraid it would break . It did cause some scratching though.<br />The one I got didn't stay shut . I think something was wrong with the magnet on clasp."
1.0,Ordered this because it had Win 7 installed,"DOA.  Would not start., although it was plugged in.  Left it plugged in overnight to charge battery and still would not start.  Returned it for full refund and ordered another Similar notebook."
4.0,Works great on my iMac,"Love it. Just plug it in and you're done, system automatically picks up the headphones and mic and adjusts everything. I got it for skype and hangout calls. It's super comfortable. I only wish the microphone wasn't fixed and could move up and out of the way."
5.0,Perfect,Works great
5.0,Nice generic webcam,"Why pay more? This baby does the job perfectly, don't waste your money on a more expensive webcam."
2.0,"Sturdy enough, but sloppy","I purchased two of these as mounts for a couple monitors to be placed side by side.<br /><br />They appear to be sturdy when you pull them out of the package, but you will soon learn that the arms articulate very &#34;loosely&#34; (regardless of how tight the pins are). I consider this both a design and manufacturing defect.<br /><br />As a result, your monitor will tilt 1 or 2 degrees counter clockwise when you articulate the monitor to the left of the mounting bracket, and will tilt the opposite when you swing the monitor to the right.<br /><br />For many, this may not be an issue, but since I am using this as part of a dual monitor setup, it is frustrating."
4.0,Four Stars,Good size and easily transportable.
5.0,Great price for quality RAM,"Price was good for these, and they worked great, and speed was really good."
5.0,Solid USB extension Cable,These come in simple packaging so it's easy to rip open the package and put the cable right to use. No issues with it.
5.0,Great kit,"Bought this to make a RetroPie setup for a friend. I've had a RPI 2 for a while, and this one runs noticeably faster. No need for a wifi dongle in this model. Might have to upgrade myself."
4.0,So far so good,"This router so far has been great.  The reason for one star would possibly be the difficulty in settings up which I might not attribute entirely to the device.  I have a really garbage att modem/router which wants to act as a router, along with some server type components which require port forwarding.  I am also skeptical of any router until long term testing has been performed and I have only had it a couple months.  One of my devices really struggles to get decent speeds, but I don't think that is the fault of the router, instead I believe it is the crappy device which is trying to connect."
